product_guid,title,price_mean,price_std,price_confidence,core_material_score,core_material_conf,availability_score,availability_conf,warranty_mean,warranty_std,warranty_conf,reviewer_opinion_score,reviewer_opinion_conf,board_weight_mean,board_weight_std,board_weight_conf,carving_score,carving_conf,powder_mean,powder_std,powder_conf,edge_hold_score,edge_hold_conf,chatter_score,chatter_conf,positive_aspect_score,positive_aspect_conf,negative_aspect_score,negative_aspect_conf,return_policy_score,return_policy_conf,jibbing_score,jibbing_conf,overall_rating_mean,overall_rating_std,overall_rating_conf,speed_score,speed_conf,jumps_score,jumps_conf,pipe_score,pipe_conf,flex_rating_mean,flex_rating_std,flex_rating_conf,sidecut_radius_mean,sidecut_radius_std,sidecut_radius_conf,sidecut_radius_159_mean,sidecut_radius_159_std,sidecut_radius_159_conf,effective_edge_mean,effective_edge_std,effective_edge_conf,waist_width_mean,waist_width_std,waist_width_conf,setback_mean,setback_std,setback_conf,taper_mean,taper_std,taper_conf,stance_width_mean,stance_width_std,stance_width_conf,contact_length_mean,contact_length_std,contact_length_conf,tip_tail_width_mean,tip_tail_width_std,tip_tail_width_conf,tip_tail_width_159_mean,tip_tail_width_159_std,tip_tail_width_159_conf,recommended_weight_mean,recommended_weight_std,recommended_weight_conf,recommended_weight_159_mean,recommended_weight_159_std,recommended_weight_159_conf,turn_initiation_mean,turn_initiation_std,turn_initiation_conf,camber_profile_score,camber_profile_conf,terrain_suitability_mean,terrain_suitability_std,terrain_suitability_conf,on_snow_feel_score,on_snow_feel_conf,board_category_score,board_category_conf,comparable_board,camber_profile,base_material,terrain_suitability,topsheet,board_designer,manufacturing_location,board_category,shape,laminate,model_year,sustainability_certification,construction_material_innovation,sidewall_material,edge_technology,sidecut_type,binding_compatibility,predecessor_model_name,rider_level,brand,gender,mounting_pattern,product_type
oBtLH8dMk7, Nightfall,399.99,115,0.95,0.4,0.8,0.0,0.99,2.0,0.49,0.8,0.5,0.01,2882,1153,0.2,0.5,0.01,6,2.42,0.2,0.5,0.01,0.5,0.01,0.55,0.5,0.6,0.7,0.5,0.01,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,2,0.45,1.0,9,0.52,0.9,9,0.48,0.9,119,47,0.2,25,0,0.9,0,7,1.0,0,2,1.0,55,22,0.2,113,45,0.2,29,1,0.9,30,1,0.9,72,4,0.9,92,5,0.8,3,1.26,0.2,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Burton_Ripcord,,Extruded,,Embossed,,China,,True_Twin,,2025_MY25,,,Liquid_Sidewalls,,,Standard_4x4_and_2x4_mounting,,Beginner_to_Intermediate,5th_Element,Mens,2x4_and_4x4,Mens_snowboard
oWEDkCdJ99, Surfer,1799.99,115,1.0,0.65,0.8,1.0,0.98,3.0,0.49,0.8,0.75,0.7,3000,540,0.78,0.5,0.01,6,2.42,0.2,0.5,0.01,0.5,0.01,0.5,0.01,0.5,0.01,0.75,0.8,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,4,0.45,1.0,8,0.38,1.0,8,0.35,1.0,123,2,1.0,26,0,1.0,2,20,0.6,3,3,0.9,55,5,0.8,113,45,0.2,31,1,1.0,31,1,0.8,77,3,1.0,87,5,0.8,3,1.26,0.2,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Jones_Storm_Chaser_best_all_around_pow_more_slashable,,Nano_Speed_S_sintered_ISOSPORT_7000,,Step_Down_Rails_Top_3D_reduces_weight,,Austria_CAPiTA_Mothership,,Tapered_Directional,Tri_Axial_Laminate,2025_2026,,AirRide_core_additive_vibration_dampening,Urethane_Flex_Walls,,,,,Intermediate_to_Advanced_Expert,Bataleon,Mens,2x4_inserts,Snowboard
oa21GQ68wW, Afterblack,879.99,115,0.97,0.85,0.8,0.8,0.8,3.0,0.25,0.99,0.6,0.6,2600,957,0.3,0.5,0.01,6,2.42,0.2,0.75,0.61,0.8,0.7,0.5,0.01,0.5,0.01,0.6,0.7,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,6,1.3,0.57,8,0.38,1.0,8,0.35,1.0,122,2,1.0,26,10,0.2,0,7,1.0,5,2,0.2,53,2,1.0,113,45,0.2,30,1,0.8,30,1,0.8,80,3,1.0,80,5,0.8,3,1.26,0.2,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Capita_DOA_YES_Typo_Ride_Algorythm_Nitro_Team,,Sintered_4000,,Not_yet_detailed,Mark_Wilson_design_input,Guangzhou_Province_China,,True_Twin,Triax_Glass_plus_Carbon_DarkWeb,2027,Sustainably_harvested_timber,Hybritech_construction,P_Tex_sidewall_capped_tip_tail,,,,,Intermediate_to_Advanced,K2,Mens,2x4_Inserts,Mens_snowboard
oelJQmX6Pt,Mervin_Manufacturing Dynamo,969.99,159,0.9,0.75,0.8,0.5,0.01,1.0,0.51,0.79,0.9,0.8,2880,260,0.99,0.5,0.01,6,2.42,0.2,0.8,0.8,0.5,0.01,0.65,0.6,0.6,0.8,0.5,0.01,0.5,0.01,82,5,0.98,0.5,0.01,0.5,0.01,0.5,0.01,6,0.45,0.99,8,0.38,1.0,8,0.35,1.0,119,47,0.2,26,0,1.0,25,7,1.0,3,2,0.98,57,5,0.8,111,3,1.0,30,1,1.0,30,12,0.2,65,9,0.6,65,8,0.6,4,0.74,0.77,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Yes_Pick_Your_Line_Burton_FA_Gnu_Mullair_Jones_Flagship_etc,,Eco_Sublimated_TNT_Base,,Eco_Sublimated_Poly_Topsheet,Austen_Sweetin_and_Phil_Hansen,Carlsborg_Sequim_WA_USA,,Tapered_Directional,Tri_Ax_Bi_Ax_Fiber,2025-2026,Renewable_core_water_based_solvents,,Birch_Internal_Sidewalls,Magne_Traction_7_bumps,,,,Advanced_to_Expert,Lib_Tech,Mens,2x4_Inserts,Snowboard
ogmLc4g28O,Mervin_Manufacturing Lib_Rig,1099.99,308,0.63,0.75,0.78,1.0,0.84,1.0,0.51,0.78,0.5,0.5,2940,299,0.93,0.85,0.95,7,0.98,0.8,0.75,0.8,0.8,0.8,0.65,0.7,0.3,0.8,0.5,0.01,0.5,0.8,83,6,0.92,0.8,0.8,0.8,0.8,0.7,0.8,7,0.45,1.0,8,3.03,0.2,8,3.11,0.2,119,47,0.2,26,10,0.2,4,8,0.93,5,2,0.92,57,5,0.8,105,3,0.97,30,1,0.97,30,12,0.2,80,9,0.6,80,32,0.2,3,0.69,0.8,0.5,0.01,9,3.59,0.2,0.7,0.8,0.5,0.01,Amplid_Souly_Grail_YES_PYL_Korua_Otto_Ride_Algorythm_Capita_BSOD,,Sintered_Knife_Cut_Base,,Eco_Sublimated_Poly_Topsheet,Austen_Sweetin,Sequim_Washington_USA_handbuilt,,Tapered_Directional,Tri_Ax_Bi_Ax_Fiber,2025-2026,FSC_certified_wood_cores,3way_fiber_increased_snap_decreased_vibrations,Birch_Internal_UHMW_Sintered_Sidewall,Magne_Traction_7_serrations_per_side,,,,Intermediate_Expert,Lib_Tech,Mens,2x4_Inserts,Snowboard
pB1C3ZULQO,CAPiTA_MFG_GmbH Mercury,1149.99,115,0.99,0.7,0.8,0.8,0.8,2.0,0.49,0.8,0.85,0.8,2550,724,0.6,0.8,0.8,6,1.2,0.7,0.85,0.8,0.5,0.01,0.5,0.01,0.5,0.8,0.5,0.01,0.5,0.01,87,6,0.92,0.5,0.01,0.8,0.7,0.5,0.01,6,0.45,0.99,7,1.04,0.6,8,3.11,0.2,119,47,0.2,26,10,0.2,8,3,0.2,0,2,1.0,55,22,0.2,113,45,0.2,30,1,0.97,31,1,0.97,54,3,0.97,80,32,0.2,5,0.84,0.7,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Jones_MT_more_composed_directional_stronger_edge,,Hyperdrive_sintered_UHMWPE,,PLT_Topsheet_Technology,Kevin_Backstrom,MotherShip_Austrian_Alps,,Directional_0.5in_setback,Holysheet_Tri_Bi_fiberglass,2026,B_Corp_Score_98.9,4x25mm_CarbonFlax_Amplitex_Amplifier,ABS_sidewalls,Stainless_steel,New_Age_Progressive_Death_Grip,Any_4x4_or_4x2_bindings,Totally_FKn_Awesome,Intermediate_to_advanced_expert,CAPiTA,Mens,2x4_inserts,Snowboard
pDmf5ennJv,Mervin_Manufacturing T_Rice_Pro_Camber,935.99,115,1.0,0.75,0.8,0.8,0.8,1.0,0.49,0.8,0.4,0.7,3000,260,0.99,0.5,0.01,2,0.98,0.8,0.8,0.7,0.7,0.7,0.75,0.7,0.5,0.8,0.5,0.01,0.6,0.7,86,5,0.99,0.5,0.01,0.9,0.8,0.6,0.7,6,0.55,0.92,8,0.38,1.0,8,0.35,1.0,119,47,0.2,26,0,1.0,0,7,1.0,5,2,0.2,57,5,0.8,121,3,1.0,30,1,1.0,30,1,0.9,70,9,0.6,75,8,0.6,6,0.91,0.65,0.5,0.01,9,3.59,0.2,0.9,0.7,0.5,0.01,Burton_Custom_Camber_475_96_excellent_carving,,Eco_Sublimated_Sintered_Base_competition_ready,,Eco_Sublimated_Poly_Topsheet,Travis_Rice,Sequim_Washington_USA,,True_Twin,Triaxial_Biaxial_Fiberglass_Basalt_Alloy,2025-2026,Zero_hazardous_waste_producing,Volcanic_fiber_from_basalt_strength_dampening,Birch_Internal_UHMW_Sintered_Sidewall,Magne_Traction_7_serrations_per_side,,,,Advanced_to_expert,Lib_Tech,Mens,2x4_Inserts,Snowboard
pRkSjnKwKK,Nitro_AG_Hunenberg_Switzerland Banker,999.0,164,0.9,0.65,0.7,0.5,0.8,1.25,0.29,0.93,0.8,0.8,2600,809,0.5,0.85,0.99,7,0.98,0.8,0.7,0.8,0.5,0.01,0.7,0.7,0.5,0.8,0.5,0.01,0.5,0.8,84,34,0.2,0.8,0.8,0.8,0.8,0.7,0.8,8,0.45,0.95,7,0.9,0.7,7,0.69,0.8,119,47,0.2,25,0,0.92,15,7,1.0,0,6,0.6,54,5,0.8,112,3,1.0,30,1,1.0,30,12,0.2,65,9,0.6,75,8,0.6,3,0.69,0.8,0.5,0.01,9,3.59,0.2,0.8,0.8,0.5,0.01,Amplid_Souly_Grail_K2_Alchemist_Jones_Flagship_Pro_etc,,Sintered_EcoSpeed_HD_Base,,EcoGuard_Topsheet_90pct_recycled,Bryan_Fox_Tommy_Delago_Christy_Prior,Austria,,Directional,Bi_Lite_Laminates_two_direction_fibres,2027,FSC_responsibly_sourced,,ABS_Sidewalls_35pct_recycled,Recycled_Steel_Edge_50pct,Progressive_Sidecut,Standard_or_mini_disk_bindings,,Advanced_to_Expert,Nitro,Unisex_for_2027,2x4_Inserts,Snowboard
piURfUDEJD, Twinpig,899.99,214,0.82,0.85,0.8,1.0,0.86,2.13,0.85,0.2,0.85,0.9,2500,724,0.6,0.5,0.01,6,2.42,0.2,0.55,0.8,0.5,0.01,0.9,0.8,0.5,0.8,0.5,0.01,0.5,0.01,81,5,0.96,0.5,0.6,0.8,0.7,0.5,0.01,4,1.35,0.54,8,3.03,0.2,8,3.11,0.2,115,2,1.0,27,0,1.0,0,7,1.0,5,2,0.2,56,2,1.0,113,45,0.2,33,1,1.0,32,1,0.9,88,6,0.8,86,5,0.8,5,0.84,0.7,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,YES_Greats_carves_exceptionally_well,,Sintered_Stone_Ground_4000_PTEX,,Standard_Top_Sheet_durable_urethane,,China_production_RD_Seattle,,Asymmetrical_Twin,Hybrid_Glass_Triaxial_top_Biaxial_base,2027,30pct_recycled_steel_materials,Double_Impact_Plates_urethane_weaves,Slim_Walls_3D_composite_Slimewall_urethane,Cleave_Edge_Steel_50pct_more_steel,Asymmetrical_Quadratic_Sidecut_three_radii,Compatible_ReFlex_and_standard_disc,,Beginner_Intermediate_Advanced,Ride_Snowboards,Unisex,2x4_inserts,Snowboard
pn8NiiLe60,Nitro_AG_Hunenberg_Switzerland Mastercarve,999.99,115,0.98,0.65,0.7,0.5,0.8,2.0,0.25,0.99,0.85,0.8,2882,1153,0.2,0.5,0.01,6,2.42,0.2,0.5,0.01,0.5,0.01,0.5,0.01,0.5,0.01,0.3,0.8,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,9,0.45,1.0,6,0.9,0.7,8,3.11,0.2,119,47,0.2,26,10,0.2,2,7,0.98,5,2,0.2,55,22,0.2,123,3,0.98,32,1,0.98,30,12,0.2,75,9,0.6,80,32,0.2,3,1.26,0.2,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Korua_Cafe_Racer_flex7_directional_float_camber,,Sintered_Extruded_HD_Base,,EcoGuard_Topsheet_90pct_recycled,Bryan_Fox,Playmaker_factory_Taiwan,,Directional,Tri_Lite_Laminates_3_directions,2027,85_pct_post_industrial_Ptex,,ABS_Sidewall_flexible_impact_resistant,Recycled_Steel_Edge,Progressive_Sidecut,,Woodcarver_discontinued_after_2021_22,Advanced,Nitro,Mens,2x4_Inserts,
qDNHgycySn,Burton_Snowboards_founded_1977 Process_Flying_V,879.99,248,0.76,0.9,0.7,0.6,0.5,2.13,0.85,0.2,0.5,0.01,2882,1153,0.2,0.5,0.01,6,2.42,0.2,0.45,0.8,0.45,0.7,0.8,0.8,0.2,0.8,0.5,0.01,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,2,1.2,0.63,8,0.81,0.76,8,0.75,0.76,120,4,0.76,25,1,0.76,0,16,0.76,5,2,0.2,56,5,0.76,113,45,0.2,29,2,0.76,30,2,0.76,80,7,0.76,80,6,0.76,2,0.69,0.8,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Lib_Tech_TRS_user_switched_happy_except_jibbing,,Durable_highly_porous_superior_wax_absorption,,,Mark_McMorris,Austria_25plus_years_some_China,,Twin_Twin,Triax_fiberglass_above_below_core_3_layers_angled,2027,Certified_B_Corporation,Wood_grain_along_edges_two_unbroken_zones_perpendicular,,Frostbite_Edges_extend_under_bindings_hardpack_ice,,Compatible_most_brands_best_with_EST,,Intermediate,Burton,Mens,The_Channel_2_slots_2_screws_infinite_stance,Snowboard
qSB6gSCS0V, Placebo,959.99,115,1.0,0.65,0.8,0.75,0.6,2.13,0.85,0.2,0.5,0.01,2882,1153,0.2,0.5,0.01,6,2.42,0.2,0.5,0.01,0.5,0.01,0.7,0.7,0.2,0.7,0.75,0.8,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,8,0.45,0.99,7,0.74,0.8,7,0.69,0.8,119,2,0.99,25,0,0.99,8,3,0.2,5,2,0.2,55,2,0.99,113,45,0.2,30,1,0.99,30,1,0.99,75,3,0.99,81,5,0.8,3,1.26,0.2,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,CAPiTA_DOA_hybrid_camber_best_am_freestyle,,Ultra_Glide_S_7000_grade_sintered,,,,Austria_CAPiTA_Mothership,,Directional_Twin,Traditional_two_way_weave,2027,,Central_SuperTube_hollow_carbon_pop,FlexWalls_urethane_sidewalls,,Tri_radial_size_specific,Standard_2x4_inserts_compatible_all_major_brands,Goliath_redesign_progression,Intermediate_Advanced,Bataleon,Mens,2x4_Inserts,Snowboard
qgoFRGDtRP,Mervin_Manufacturing Upgrade,999.99,195,0.85,0.5,0.01,1.0,0.99,2.13,0.85,0.2,0.5,0.01,2920,260,0.98,0.5,0.01,6,2.42,0.2,0.9,0.9,0.6,0.6,0.5,0.01,0.5,0.01,0.5,0.01,0.5,0.01,89,5,0.98,0.5,0.01,0.5,0.01,0.5,0.01,6,1.17,0.65,8,0.74,0.8,8,3.11,0.2,119,47,0.2,26,10,0.2,1,7,1.0,0,4,0.8,57,5,0.8,113,45,0.2,30,1,0.96,30,12,0.2,73,29,0.2,80,32,0.2,3,1.26,0.2,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Lib_Tech_Terrain_Wrecker,,Eco_Sublimated_Sintered_Base,,Eco_Sublimated_Poly_Topsheet,Jeff_Hendo_Henderson,,,Directional_Twin,Tri_Axial_Bi_Axial_Glass,2025-2026_season,FSC_Certified_wood_cores,Carbon_Power_Bands,UHMW_Polyethylene,,,,GNU_Hyper_discontinued,Intermediate,GNU,Mens,2x4_Inserts,Snowboard
qx4DfZPcfO, Cameleon,1149.99,115,1.0,0.75,0.8,0.85,0.8,3.0,0.49,0.8,0.5,0.8,2600,809,0.5,0.5,0.01,6,2.42,0.2,0.5,0.01,0.75,0.8,0.7,0.7,0.3,0.8,0.5,0.01,0.5,0.01,83,14,0.6,0.5,0.01,0.5,0.01,0.5,0.01,5,0.45,1.0,7,0.38,1.0,7,0.35,1.0,118,2,1.0,26,0,1.0,8,3,0.2,15,2,0.97,57,5,0.8,113,45,0.2,31,1,1.0,31,1,0.8,81,3,1.0,91,5,0.8,2,0.84,0.7,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Capita_Navigator,,Ultra_Glide_S_7000_grade_sintered,,Step_Down_Rails_Top_3D,,Austria_CAPiTA_Mothership,,Tapered_Directional,Tri_Ax_Laminate_three_way_fiberglass,2025/2026,,3BT_3D_base_shaping_catch_free_turns_float,Flex_Walls_urethane_poured,Triple_Base_Technology_3BT_edge_catch_reduction,,2x4_pattern_compatible_most_modern_bindings,Bataleon_Camel_Two,Intermediate_Expert,Bataleon,Mens,2x4_24_inserts_stainless_steel,Snowboard
r19U0PEwkn,Burton_Snowboards_founded_1977 Process,703.99,115,0.99,0.8,0.7,1.0,1.0,3.0,0.25,1.0,0.5,0.01,3100,260,0.97,0.5,0.01,6,2.42,0.2,0.5,0.01,0.25,0.8,0.7,0.7,0.4,0.8,1.0,0.85,0.5,0.01,85,16,0.5,0.5,0.01,0.5,0.01,0.5,0.01,6,1.56,0.38,8,0.38,0.99,8,3.11,0.2,122,2,0.99,25,0,0.99,12,22,0.5,5,2,0.2,56,2,0.99,113,45,0.2,29,1,0.99,30,12,0.2,80,3,0.99,80,32,0.2,4,0.35,1.0,0.5,0.01,10,0.86,0.81,0.5,0.01,0.5,0.01,Salomon_Assassin,,Durable_highly_porous_superior_wax_absorption,10.0,Tiger_graphic_glow_in_dark_elements,Mark_McMorris,Kiel_Nindl_GMBH_Austria,,True_Twin,Triax_Fiberglass_45_45_0,2026,FSC_Certified,Dualzone_EGD_Engineered_Grain_Direction,,Frostbite_Edges_extend_from_sidewall,,Works_best_with_Burton_EST_bindings,,Intermediate_Advanced,Burton,Mens,The_Channel_all_brands_compatible,Snowboard
rVu6J9pm3a,Mervin_Manufacturing Facts,559.99,143,0.92,0.7,0.8,0.8,0.77,1.0,0.25,0.99,0.8,0.8,2882,1153,0.2,0.5,0.01,6,2.42,0.2,0.95,0.9,0.5,0.01,0.75,0.7,0.2,0.47,0.5,0.01,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,6,0.45,0.96,8,0.38,1.0,8,0.35,1.0,119,47,0.2,25,0,1.0,1,7,1.0,5,2,0.2,55,7,0.6,119,3,1.0,30,1,1.0,30,1,1.0,65,9,0.6,75,8,0.6,3,1.26,0.2,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,More_edge_grip_stability_via_Magne_Traction,,Extruded_Knife_Cut_Co_Ex,,Eco_Sublimated_Poly_Topsheet,Sam_Davidson_Anti_Hero,Sequim_Carlsborg_Washington_USA,,Directional_Twin,Tri_Ax_Bi_Ax_Fiberglass,2026,Zero_hazardous_waste_factory,,UHMW_Polyethylene,Magne_Traction_7_serrations,,Bent_Metal_bindings_same_factory,,Beginner_Intermediate,GNU,Mens,2x4_Inserts,Snowboard
rnemYdm2f1,Mervin_Manufacturing Skate_Banana,539.99,312,0.62,0.75,0.8,0.0,0.99,1.0,0.49,0.8,0.5,0.6,2882,1153,0.2,0.5,0.8,6,0.98,0.8,0.8,0.8,0.5,0.01,0.75,0.7,0.4,0.8,0.5,0.01,0.8,0.8,84,34,0.2,0.5,0.8,0.5,0.8,0.7,0.8,4,1.22,0.62,8,1.02,0.62,8,3.11,0.2,119,47,0.2,26,1,0.62,0,7,0.95,5,2,0.2,61,6,0.62,117,9,0.62,29,2,0.62,30,12,0.2,45,9,0.6,80,32,0.2,4,0.84,0.7,0.5,0.01,9,3.59,0.2,0.2,0.9,0.5,0.01,Burton_Process_advanced_lightweight_twin,,Eco_Sublimated_TNT_UHMW,,Eco_Sublimated_Poly_Top,Ryan_Davis_jonnywavis,Handbuilt_USA_Sequim_WA,,Twin,Tri_Ax_Bi_Ax_Fiber,2024_2023_2024_season,Zero_hazardous_waste_production,,Birch_internal_sidewalls,Magne_Traction_7_serrations,,Standard_2x4_mounting,,Day_1_to_Advanced,Lib_Tech,Mens,2x4_Inserts,Snowboard
rnwZw4kRkN,Salomon_SAS_Annecy_France Pulse,549.99,115,0.99,0.65,0.7,0.85,0.8,2.0,0.25,0.99,0.8,0.8,2350,260,0.99,0.5,0.01,6,2.42,0.2,0.75,0.7,0.5,0.01,0.7,0.7,0.1,0.72,0.5,0.01,0.5,0.01,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,2,1.0,0.75,6,0.38,1.0,8,3.11,0.2,118,3,0.88,25,1,0.88,1,20,0.6,5,2,0.2,55,22,0.2,113,45,0.2,30,1,0.88,30,1,0.88,65,5,0.88,75,5,0.8,3,0.97,0.6,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,K2_Raygun_Yes_Basic_Rossignol_One_LF_Salomon_Sight_Ride_Agenda,,Extruded,,UV_Protected_Gloss,,,,Directional_Twin,BIAX_LD_fiberglass_BA_LD_Glass,2024/2025,FSC_Certified_Aspen_wood_core,,ABS_Acrylonitrile_Butadiene_Styrene,Bite_Free_Edges,Radial,,Previous_Salomon_Pulse_models_since_2008_2009,Beginner_Intermediate,Salomon,Mens,4x2_Inserts,Snowboard
s2T2yRY9iM,CAPiTA_Snowboards_C3_Worldwide Defenders_of_Awesome_DOA,999.99,160,0.9,0.75,0.8,0.6,0.6,2.0,0.36,0.89,0.5,0.01,2882,1153,0.2,0.65,0.8,2,0.98,0.8,0.75,0.7,0.5,0.7,0.5,0.01,0.5,0.01,0.5,0.01,0.6,0.5,91,10,0.8,0.75,0.7,0.5,0.01,0.5,0.01,6,0.45,1.0,8,0.38,0.96,8,3.11,0.2,123,2,0.97,26,10,0.2,0,7,1.0,0,2,1.0,56,2,0.96,113,45,0.2,30,1,0.96,30,12,0.2,68,3,0.96,77,5,0.8,3,1.26,0.2,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,YES_Greats_UnInc_asym_sidecut_midbite_stiffer,,Quantum_Drive_sintered_UHMWPE,,PLT_Digital_Screen_Print_Metallic_Underlay,,The_Mothership_Feistritz_Austria,,True_Twin,Hybrid_Carbon_HolySheet_BiAx,2027,100pct_clean_energy_hydro_solar,Carbon_Fiber_Boosters,Fortress_Aramid_Kevlar_Sidewalls,,Blended_Radial,All_standard_2x4_insert_bindings,,Intermediate_to_advanced,CAPiTA,Mens,2x4_inserts,Snowboard
sNXo66BiQz, Warden,829.99,139,0.92,0.45,0.8,1.0,0.96,2.0,0.49,0.8,0.75,0.8,3240,260,0.96,0.5,0.01,2,0.98,0.8,0.75,0.8,0.5,0.01,0.75,0.67,0.2,0.7,0.75,0.8,0.5,0.01,87,5,0.95,0.6,0.7,0.5,0.01,0.5,0.01,5,0.45,1.0,8,3.03,0.2,8,3.11,0.2,120,4,0.71,25,1,0.71,0,7,0.94,0,5,0.71,55,6,0.7,113,45,0.2,30,12,0.2,30,12,0.2,72,8,0.71,80,32,0.2,2,0.84,0.7,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,CAPiTA_Mercury_NS_Trooper_LT_Terrain_Wrecker,,High_end_durable_extruded_base,,,,,,Directional_Twin,Triax_Upper_Biax_Lower,2027,,Twin_Single_Bamboo_HotRod,,,Radial_Sidecut,,,Intermediate_to_advanced_quiver_killer,Rome,Mens,2x4_Inserts,Snowboard
sdDOE7560R,CAPiTA_Snowboards_Capita_MFG_GmbH Pathfinder,799.99,160,0.9,0.6,0.7,1.0,0.97,2.0,0.25,1.0,0.75,0.77,6000,724,0.6,0.3,0.8,5,1.2,0.7,0.5,0.01,0.15,0.9,0.7,0.7,0.3,0.8,0.5,0.01,0.85,0.8,84,34,0.2,0.5,0.01,0.5,0.01,0.5,0.01,4,0.63,0.9,8,0.38,0.95,8,0.35,0.95,124,5,0.5,26,0,0.95,0,10,0.9,0,3,0.85,56,2,0.99,113,45,0.2,30,1,0.95,30,1,0.95,68,10,0.5,77,9,0.5,2,0.69,0.8,0.5,0.01,9,3.59,0.2,0.5,0.01,0.5,0.01,Rome_Mechanic_more_planted_pathfinder_snappier,,Sintruded_sintered_extruded_hybrid,,Metallic_Screen_and_Gloss_Matte_Print,,Handcrafted_in_Austria_at_The_MotherShip,,True_Twin_symmetrical,Special_Blend_Fiberglass_biaxial,2026,Certified_B_Corporation,,,Bitter_End_Deflection_Tuning,Radial_single_radius,2x4_insert_compatible_most_modern_bindings,Horrorscope_series,Beginner,CAPiTA,Mens,2x4_Inserts,Snowboard
spP1v7GA81,Nitro_AG_Hunenberg_Switzerland Nitro_x_Inter_Snowboard,899.99,220,0.81,0.6,0.7,0.9,0.9,2.0,0.25,0.99,0.75,0.8,2882,1153,0.2,0.5,0.01,4,1.2,0.7,0.5,0.01,0.5,0.01,0.5,0.01,0.5,0.01,0.5,0.01,0.5,0.01,84,34,0.2,0.7,0.7,0.5,0.01,0.5,0.01,7,0.45,1.0,7,0.74,0.8,7,0.69,0.8,119,47,0.2,25,0,0.99,15,7,1.0,5,2,0.2,54,5,0.8,117,3,0.99,30,1,0.99,30,1,0.9,70,3,0.99,70,5,0.8,3,1.26,0.2,0.5,0.01,10,0.45,0.99,0.5,0.01,0.5,0.01,Burton_Custom_Camber_679_95,,Sintered_EcoSpeed_HD,10.0,Water_based_inks,Ludvig_Billtoft_Yuto_Yamada_Nils_Arvidsson,,,Directional_Twin,Bi_Lite_Laminates_two_direction_fibres,2026,100pct_solar_powered_700KW,,ABS_35pct_recycled_polymers,50pct_recycled_steel_durable,Dual_Degressive,,,Intermediate,Nitro_Snowboards,Mens,2x4_inserts,Snowboard
t3UScMTGDP,Burton_Snowboards_Burlington_VT Custom_Flying_V,699.99,134,0.93,0.9,0.9,0.9,0.9,3.0,0.49,0.8,0.65,0.7,2600,724,0.6,0.5,0.8,6,0.98,0.8,0.5,0.7,0.5,0.01,0.65,0.6,0.6,0.7,0.8,0.8,0.7,0.8,84,34,0.2,0.7,0.8,0.7,0.8,0.5,0.8,4,0.63,0.9,8,0.52,0.9,8,0.49,0.9,120,2,0.9,25,0,0.9,1,10,0.9,5,2,0.2,53,3,0.9,113,45,0.2,29,1,0.9,30,1,0.9,80,5,0.9,80,5,0.8,3,0.69,0.8,0.5,0.01,9,3.59,0.2,0.6,0.8,0.5,0.01,Jones_MT_LibTech_TRP_NS_PT2_Capita_Mercury_Yes_Std_Burton_FA_Sal_Assassin,,Sintered_WFO,,,,China,,Twinish,,2025,Certified_B_Corporation,Pro_Tip_tapered_tips,,Frostbite_Edges,,The_Channel_all_major_bindings,,Beginner_Expert,Burton,Mens,The_Channel,Snowboard_deck_only
